raceId,driverId,constructorId,grid,position,positionText,points,statusId,position_change,year,era
350,3,131,7,5,5,10.0,1,2,2010,2010-2013
350,17,9,4,6,6,8.0,1,-2,2010,2010-2013
350,807,3,8,7,7,6.0,1,1,2010,2010-2013
350,9,4,9,8,8,4.0,1,1,2010,2010-2013
350,30,131,12,9,9,2.0,1,3,2010,2010-2013
350,22,3,10,10,10,1.0,1,0,2010,2010-2013
350,67,5,14,11,11,0.0,1,3,2010,2010-2013
350,24,10,19,12,12,0.0,1,7,2010,2010-2013
350,808,4,20,13,13,0.0,1,7,2010,2010-2013
350,37,15,16,14,14,0.0,11,2,2010,2010-2013
350,153,5,15,15,15,0.0,11,0,2010,2010-2013
350,16,10,11,16,16,0.0,11,-5,2010,2010-2013
350,10,166,24,17,17,0.0,12,7,2010,2010-2013
350,5,205,18,18,18,0.0,12,0,2010,2010-2013
350,29,164,23,19,19,0.0,12,4,2010,2010-2013
350,810,166,21,20,20,0.0,13,1,2010,2010-2013
350,15,205,17,,R,0.0,5,,2010,2010-2013
350,811,164,22,,R,0.0,31,,2010,2010-2013
350,1,1,5,,R,0.0,4,,2010,2010-2013
350,155,15,13,,R,0.0,6,,2010,2010-2013
351,4,6,1,1,1,25.0,1,0,2010,2010-2013
351,20,9,2,2,2,18.0,1,0,2010,2010-2013
351,17,9,5,3,3,15.0,1,2,2010,2010-2013
351,18,1,4,4,4,12.0,1,0,2010,2010-2013
351,3,131,7,5,5,10.0,1,2,2010,2010-2013
351,22,3,6,6,6,8.0,1,0,2010,2010-2013
351,9,4,8,7,7,6.0,1,1,2010,2010-2013
351,13,6,24,8,8,4.0,1,16,2010,2010-2013
351,16,10,15,9,9,2.0,1,6,2010,2010-2013
351,807,3,17,10,10,1.0,1,7,2010,2010-2013
351,808,4,12,11,11,0.0,11,1,2010,2010-2013
351,153,5,11,12,12,0.0,11,-1,2010,2010-2013
351,30,131,9,13,13,0.0,11,-4,2010,2010-2013
351,67,5,13,14,14,0.0,11,-1,2010,2010-2013
351,810,166,20,15,15,0.0,12,5,2010,2010-2013
351,5,205,19,16,16,0.0,5,3,2010,2010-2013
351,10,166,18,,R,0.0,9,,2010,2010-2013
351,2,15,14,,R,0.0,4,,2010,2010-2013
351,1,1,3,,R,0.0,4,,2010,2010-2013
351,32,164,22,,R,0.0,9,,2010,2010-2013
351,155,15,10,,R,0.0,3,,2010,2010-2013
351,811,164,23,,R,0.0,3,,2010,2010-2013
351,15,205,21,,R,0.0,9,,2010,2010-2013
351,24,10,16,,R,0.0,4,,2010,2010-2013
352,20,9,1,1,1,25.0,1,0,2010,2010-2013
352,17,9,2,2,2,18.0,1,0,2010,2010-2013
352,4,6,4,3,3,15.0,1,1,2010,2010-2013
352,18,1,5,4,4,12.0,1,1,2010,2010-2013
352,1,1,8,5,5,10.0,1,3,2010,2010-2013
352,30,131,10,6,6,8.0,1,4,2010,2010-2013
352,155,15,14,7,7,6.0,1,7,2010,2010-2013
352,2,15,11,8,8,4.0,1,3,2010,2010-2013
352,22,3,7,9,9,2.0,1,-2,2010,2010-2013
352,67,5,18,10,10,1.0,1,8,2010,2010-2013
352,153,5,16,11,11,0.0,11,5,2010,2010-2013
352,5,205,20,12,12,0.0,11,8,2010,2010-2013
352,15,205,19,13,13,0.0,12,6,2010,2010-2013
352,10,166,22,14,14,0.0,12,8,2010,2010-2013
352,811,164,23,15,15,0.0,12,8,2010,2010-2013
352,29,164,24,16,16,0.0,13,8,2010,2010-2013
352,3,131,6,,R,0.0,22,,2010,2010-2013
352,16,10,15,,R,0.0,44,,2010,2010-2013
352,9,4,3,,R,0.0,36,,2010,2010-2013
352,807,3,9,,R,0.0,3,,2010,2010-2013
352,13,6,12,,R,0.0,3,,2010,2010-2013
352,808,4,13,,R,0.0,3,,2010,2010-2013
352,24,10,17,,R,0.0,3,,2010,2010-2013
352,810,166,21,,R,0.0,22,,2010,2010-2013
353,4,6,3,1,1,25.0,1,2,2010,2010-2013
353,1,1,4,2,2,18.0,1,2,2010,2010-2013
353,13,6,6,3,3,15.0,1,3,2010,2010-2013
353,30,131,9,4,4,12.0,1,5,2010,2010-2013
353,9,4,8,5,5,10.0,1,3,2010,2010-2013
353,24,10,17,6,6,8.0,1,11,2010,2010-2013
353,22,3,10,7,7,6.0,1,3,2010,2010-2013
353,155,15,12,8,8,4.0,1,4,2010,2010-2013
353,2,15,13,9,9,2.0,1,4,2010,2010-2013
353,807,3,11,10,10,1.0,1,1,2010,2010-2013
353,153,5,15,11,11,0.0,1,4,2010,2010-2013
353,18,1,7,12,12,0.0,1,-5,2010,2010-2013
353,5,205,21,13,13,0.0,11,8,2010,2010-2013
353,811,164,24,14,14,0.0,12,10,2010,2010-2013
353,29,164,23,15,15,0.0,12,8,2010,2010-2013
353,16,10,14,,R,0.0,4,,2010,2010-2013
353,20,9,1,,R,0.0,5,,2010,2010-2013
353,808,4,20,,R,0.0,3,,2010,2010-2013
353,10,166,19,,R,0.0,4,,2010,2010-2013
353,67,5,16,,R,0.0,4,,2010,2010-2013
353,810,166,22,,R,0.0,3,,2010,2010-2013
353,15,205,18,,R,0.0,9,,2010,2010-2013
353,17,9,2,,R,0.0,3,,2010,2010-2013
353,3,131,5,,R,0.0,4,,2010,2010-2013
354,20,9,2,1,1,25.0,1,1,2010,2010-2013
354,17,9,3,2,2,18.0,1,1,2010,2010-2013
354,4,6,5,3,3,15.0,1,2,2010,2010-2013
354,1,1,4,4,4,12.0,1,0,2010,2010-2013
354,18,1,11,5,5,10.0,1,6,2010,2010-2013
354,3,131,13,6,6,8.0,1,7,2010,2010-2013
354,30,131,8,7,7,6.0,1,1,2010,2010-2013
354,807,3,1,8,8,4.0,11,-7,2010,2010-2013
354,9,4,7,9,9,2.0,11,-2,2010,2010-2013
354,155,15,12,10,10,1.0,11,2,2010,2010-2013
354,153,5,14,11,11,0.0,11,3,2010,2010-2013
354,16,10,22,12,12,0.0,11,10,2010,2010-2013
354,67,5,19,13,13,0.0,11,6,2010,2010-2013
354,22,3,6,14,14,0.0,11,-8,2010,2010-2013
354,13,6,9,15,15,0.0,11,-6,2010,2010-2013
354,808,4,10,16,16,0.0,11,-6,2010,2010-2013
354,2,15,15,17,17,0.0,11,-2,2010,2010-2013
354,5,205,20,18,18,0.0,12,2,2010,2010-2013
354,15,205,18,19,19,0.0,12,-1,2010,2010-2013
354,10,166,17,20,20,0.0,12,-3,2010,2010-2013
354,811,164,24,21,21,0.0,12,3,2010,2010-2013
354,32,164,23,22,22,0.0,16,1,2010,2010-2013
354,810,166,21,,N,0.0,19,,2010,2010-2013
354,24,10,16,,R,0.0,3,,2010,2010-2013
355,20,9,1,1,1,25.0,1,0,2010,2010-2013
355,1,1,2,2,2,18.0,1,0,2010,2010-2013
355,18,1,4,3,3,15.0,1,1,2010,2010-2013
355,3,131,9,4,4,12.0,1,5,2010,2010-2013
355,9,4,11,5,5,10.0,1,6,2010,2010-2013
355,808,4,10,6,6,8.0,1,4,2010,2010-2013
355,4,6,3,7,7,6.0,1,-4,2010,2010-2013
355,17,9,5,8,8,4.0,1,-3,2010,2010-2013
355,153,5,17,9,9,2.0,1,8,2010,2010-2013
355,13,6,6,10,10,1.0,1,-4,2010,2010-2013
355,2,15,14,11,11,0.0,1,3,2010,2010-2013
355,22,3,7,12,12,0.0,1,-5,2010,2010-2013
355,16,10,13,13,13,0.0,1,0,2010,2010-2013
355,155,15,12,14,14,0.0,1,-2,2010,2010-2013
355,67,5,18,15,15,0.0,1,3,2010,2010-2013
355,807,3,15,16,16,0.0,1,-1,2010,2010-2013
355,5,205,20,17,17,0.0,11,3,2010,2010-2013
355,810,166,22,18,18,0.0,12,4,2010,2010-2013
355,811,164,23,19,19,0.0,12,4,2010,2010-2013
355,32,164,24,20,20,0.0,12,4,2010,2010-2013
355,15,205,19,21,21,0.0,65,-2,2010,2010-2013
355,10,166,21,,R,0.0,6,,2010,2010-2013
355,30,131,8,,R,0.0,4,,2010,2010-2013
355,24,10,16,,R,0.0,4,,2010,2010-2013
841,20,9,1,1,1,25.0,1,0,2011,2010-2013
841,1,1,2,2,2,18.0,1,0,2011,2010-2013
841,808,4,6,3,3,15.0,1,3,2011,2010-2013
841,4,6,5,4,4,12.0,1,1,2011,2010-2013
841,17,9,3,5,5,10.0,1,-2,2011,2010-2013
841,18,1,4,6,6,8.0,1,-2,2011,2010-2013
841,13,6,8,7,7,6.0,1,1,2011,2010-2013
841,67,5,10,8,8,4.0,11,2,2011,2010-2013
841,16,10,16,9,9,2.0,11,7,2011,2010-2013
841,814,10,14,10,10,1.0,11,4,2011,2010-2013
841,153,5,12,11,11,0.0,11,1,2011,2010-2013
841,2,4,18,12,12,0.0,11,6,2011,2010-2013
841,15,205,20,13,13,0.0,12,7,2011,2010-2013
841,816,166,22,14,14,0.0,14,8,2011,2010-2013
841,10,166,21,,N,0.0,19,,2011,2010-2013
841,22,3,17,,R,0.0,7,,2011,2010-2013
841,3,131,7,,R,0.0,4,,2011,2010-2013
841,5,205,19,,R,0.0,47,,2011,2010-2013
841,30,131,11,,R,0.0,4,,2011,2010-2013
841,813,3,15,,R,0.0,7,,2011,2010-2013
841,155,15,9,,D,0.0,2,,2011,2010-2013
841,815,15,13,,D,0.0,2,,2011,2010-2013
842,20,9,1,1,1,25.0,1,0,2011,2010-2013
842,18,1,4,2,2,18.0,1,2,2011,2010-2013
842,2,4,6,3,3,15.0,1,3,2011,2010-2013
842,17,9,3,4,4,12.0,1,-1,2011,2010-2013
