raceId,driverId,constructorId,grid,position,positionText,points,statusId
1062,4,214,9,4,4,12.0,1
1062,842,213,5,5,5,11.0,1
1062,852,213,16,6,6,8.0,1
1062,849,3,18,7,7,6.0,1
1062,847,3,17,8,8,4.0,1
1062,830,9,3,9,9,2.0,1
1062,8,51,13,10,10,1.0,11
1062,817,1,11,11,11,0.0,11
1062,854,210,20,12,12,0.0,11
1062,841,51,0,13,13,0.0,11
1062,853,210,19,,R,0.0,4
1062,846,1,6,,R,0.0,4
1062,822,131,2,,R,0.0,4
1062,815,9,4,,R,0.0,4
1062,844,6,7,,R,0.0,4
1062,840,117,12,,R,0.0,4
1062,20,117,10,,D,0.0,2
1063,830,9,1,1,1,12.5,1
1063,847,3,2,2,2,9.0,1
1063,1,131,3,3,3,7.5,1
1063,817,1,4,4,4,6.0,1
1063,20,117,5,5,5,5.0,1
1063,842,213,6,6,6,4.0,1
1063,839,214,8,7,7,3.0,1
1063,844,6,9,8,8,2.0,1
1063,849,3,10,9,9,1.0,1
1063,832,6,11,10,10,0.5,1
1063,4,214,12,11,11,0.0,1
1063,822,131,13,12,12,0.0,1
1063,841,51,14,13,13,0.0,1
1063,846,1,15,14,14,0.0,1
1063,852,213,16,15,15,0.0,1
1063,854,210,17,16,16,0.0,1
1063,853,210,18,17,17,0.0,1
1063,8,51,0,18,18,0.0,1
1063,815,9,0,19,19,0.0,1
1063,840,117,19,20,20,0.0,1
1064,830,9,1,1,1,25.0,1
1064,1,131,2,2,2,19.0,1
1064,822,131,3,3,3,15.0,1
1064,842,213,4,4,4,12.0,11
1064,844,6,5,5,5,10.0,11
1064,4,214,9,6,6,8.0,11
1064,832,6,6,7,7,6.0,11
1064,815,9,0,8,8,4.0,11
1064,839,214,8,9,9,2.0,11
1064,846,1,13,10,10,1.0,11
1064,817,1,10,11,11,0.0,11
1064,840,117,12,12,12,0.0,12
1064,20,117,15,13,13,0.0,12
1064,841,51,7,14,14,0.0,12
1064,9,51,16,15,15,0.0,12
1064,849,3,0,16,16,0.0,12
1064,847,3,11,17,17,0.0,6
1064,854,210,17,18,18,0.0,13
1064,852,213,14,,R,0.0,131
1064,853,210,18,,R,0.0,9
1065,817,1,2,1,1,26.0,1
1065,846,1,3,2,2,18.0,1
1065,822,131,19,3,3,15.0,1
1065,844,6,5,4,4,12.0,1
1065,815,9,8,5,5,10.0,1
1065,832,6,6,6,6,8.0,1
1065,840,117,9,7,7,6.0,1
1065,4,214,10,8,8,4.0,1
1065,847,3,14,9,9,2.0,1
1065,839,214,12,10,10,1.0,1
1065,849,3,13,11,11,0.0,1
1065,20,117,11,12,12,0.0,1
1065,841,51,7,13,13,0.0,1
1065,9,51,17,14,14,0.0,1
1065,854,210,18,15,15,0.0,1
1065,853,210,16,,R,0.0,131
1065,1,131,4,,R,0.0,4
1065,830,9,1,,R,0.0,4
1065,842,213,0,,R,0.0,22
1065,852,213,0,,W,0.0,23
1066,1,131,4,1,1,25.0,1
1066,830,9,20,2,2,18.0,1
1066,832,6,2,3,3,15.0,1
1066,817,1,5,4,4,12.0,1
1066,822,131,16,5,5,10.0,1
1066,4,214,6,6,6,8.0,1
1066,846,1,1,7,7,7.0,1
1066,8,51,13,8,8,4.0,1
1066,815,9,8,9,9,2.0,1
1066,847,3,3,10,10,1.0,1
1066,840,117,7,11,11,0.0,1
1066,20,117,10,12,12,0.0,11
1066,842,213,11,13,13,0.0,11
1066,839,214,9,14,14,0.0,11
1066,844,6,19,15,15,0.0,11
1066,841,51,17,16,16,0.0,11
1066,852,213,12,17,17,0.0,11
1066,853,210,15,18,18,0.0,12
1066,849,3,18,19,19,0.0,3
1066,854,210,14,,R,0.0,44
1067,822,131,1,1,1,26.0,1
1067,830,9,2,2,2,18.0,1
1067,815,9,6,3,3,15.0,1
1067,844,6,3,4,4,12.0,1
1067,1,131,11,5,5,10.0,1
1067,842,213,4,6,6,8.0,1
1067,846,1,7,7,7,6.0,1
1067,832,6,19,8,8,4.0,1
1067,840,117,8,9,9,2.0,1
1067,839,214,12,10,10,1.0,11
1067,841,51,16,11,11,0.0,11
1067,8,51,17,12,12,0.0,11
1067,817,1,20,13,13,0.0,11
1067,852,213,9,14,14,0.0,11
1067,847,3,13,15,15,0.0,11
1067,4,214,5,16,16,0.0,11
1067,849,3,15,17,17,0.0,11
1067,20,117,10,18,18,0.0,11
1067,854,210,14,19,19,0.0,12
1067,853,210,18,20,20,0.0,12
1069,830,9,1,1,1,25.0,1
1069,1,131,2,2,2,19.0,1
1069,815,9,3,3,3,15.0,1
1069,844,6,4,4,4,12.0,1
1069,817,1,6,5,5,10.0,1
1069,822,131,9,6,6,8.0,1
1069,832,6,5,7,7,6.0,1
1069,846,1,7,8,8,4.0,1
1069,852,213,10,9,9,2.0,11
1069,20,117,18,10,10,1.0,11
1069,841,51,12,11,11,0.0,11
1069,840,117,13,12,12,0.0,11
1069,8,51,15,13,13,0.0,11
1069,847,3,20,14,14,0.0,11
1069,849,3,14,15,15,0.0,11
1069,854,210,16,16,16,0.0,12
1069,853,210,17,17,17,0.0,12
1069,4,214,19,,R,0.0,65
1069,839,214,11,,R,0.0,26
1069,842,213,8,,R,0.0,22
1070,830,9,3,1,1,25.0,1
1070,1,131,2,2,2,18.0,1
1070,815,9,4,3,3,15.0,1
1070,842,213,5,4,4,12.0,1
1070,844,6,8,5,5,10.0,1
1070,832,6,6,6,6,8.0,11
1070,20,117,9,7,7,6.0,11
1070,8,51,10,8,8,4.0,11
1070,4,214,12,9,9,2.0,11
1070,846,1,18,10,10,1.0,11
1070,841,51,11,11,11,0.0,11
1070,817,1,7,12,12,0.0,11
1070,839,214,19,13,13,0.0,11
1070,840,117,20,14,14,0.0,12
1070,822,131,1,15,15,0.0,12
1070,847,3,16,16,16,0.0,12
1070,849,3,13,17,17,0.0,12
1070,853,210,15,18,18,0.0,13
1070,854,210,14,,R,0.0,4
1070,852,213,17,,R,0.0,4
1071,1,131,10,1,1,25.0,1
1071,830,9,2,2,2,18.0,1
1071,822,131,1,3,3,15.0,1
1071,815,9,4,4,4,13.0,1
1071,844,6,6,5,5,10.0,1
1071,832,6,3,6,6,8.0,1
1071,842,213,7,7,7,6.0,11
1071,839,214,8,8,8,4.0,11
1071,4,214,12,9,9,2.0,11
1071,846,1,5,10,10,1.0,11
1071,20,117,9,11,11,0.0,11
1071,8,51,0,12,12,0.0,11
1071,847,3,17,13,13,0.0,11
1071,841,51,13,14,14,0.0,11
1071,852,213,15,15,15,0.0,11
1071,849,3,16,16,16,0.0,11
1071,853,210,19,17,17,0.0,12
1071,854,210,18,18,18,0.0,12
1071,817,1,11,,R,0.0,75
1071,840,117,14,,R,0.0,130
1051,1,131,1,1,1,25.0,1
1051,830,9,7,2,2,19.0,1
1051,4,214,3,3,3,15.0,1
1051,815,9,11,4,4,12.0,1
1051,839,214,9,5,5,10.0,1
1051,840,117,12,6,6,8.0,1
1051,832,6,5,7,7,6.0,1
1051,844,6,13,8,8,4.0,1
1051,846,1,4,9,9,2.0,11
1051,20,117,10,10,10,1.0,11
1051,842,213,2,11,11,0.0,11
1051,817,1,14,12,12,0.0,11
1051,852,213,8,13,13,0.0,11
1051,8,51,16,14,14,0.0,11
1051,841,51,18,15,15,0.0,11
1051,854,210,19,16,16,0.0,11
1051,847,3,15,17,17,0.0,12
1051,853,210,20,18,18,0.0,12
1051,849,3,17,,R,0.0,29
1051,822,131,6,,R,0.0,137
1072,1,131,1,1,1,26.0,1
1072,830,9,3,2,2,18.0,1
1072,822,131,2,3,3,15.0,1
1072,839,214,9,4,4,12.0,1
1072,817,1,11,5,5,10.0,1
1072,842,213,6,6,6,8.0,1
1072,844,6,4,7,7,6.0,1
1072,832,6,15,8,8,4.0,1
1072,841,51,10,9,9,2.0,1
1072,846,1,7,10,10,1.0,1
1072,840,117,18,11,11,0.0,1
1072,849,3,16,12,12,0.0,1
1072,4,214,13,13,13,0.0,11
1072,852,213,8,14,14,0.0,11
1072,8,51,12,15,15,0.0,11
1072,20,117,17,,R,0.0,130
1072,815,9,5,,R,0.0,4
1072,853,210,20,,R,0.0,4
1072,847,3,14,,R,0.0,4
1072,854,210,19,,R,0.0,3
1073,830,9,1,1,1,26.0,1
1073,1,131,2,2,2,18.0,1
1073,832,6,5,3,3,15.0,1
1073,852,213,8,4,4,12.0,1
1073,842,213,12,5,5,10.0,1
1073,822,131,6,6,6,8.0,1
1073,846,1,3,7,7,6.0,1
1073,4,214,11,8,8,4.0,1
1073,839,214,9,9,9,2.0,1
1073,844,6,7,10,10,1.0,1
1073,20,117,15,11,11,0.0,1
1073,817,1,10,12,12,0.0,11
1073,840,117,13,13,13,0.0,11
1073,854,210,19,14,14,0.0,11
1073,815,9,4,15,15,0.0,5
1073,849,3,16,,R,0.0,3
1073,841,51,14,,R,0.0,6
1073,847,3,17,,R,0.0,6
1073,8,51,18,,R,0.0,23
1073,853,210,20,,W,0.0,139
1074,844,6,1,1,1,26.0,1
1074,832,6,3,2,2,18.0,1
1074,1,131,5,3,3,15.0,1
1074,847,131,9,4,4,12.0,1
1074,825,210,7,5,5,10.0,1
1074,822,51,6,6,6,8.0,1
1074,839,214,11,7,7,6.0,1
1074,852,213,16,8,8,4.0,1
1074,4,214,8,9,9,2.0,1
1074,855,51,15,10,10,1.0,1
1074,854,210,12,11,11,0.0,1
1074,840,117,19,12,12,0.0,1
1074,848,3,14,13,13,0.0,1
1074,817,1,18,14,14,0.0,1
1074,846,1,13,15,15,0.0,1
1074,849,3,20,16,16,0.0,1
1074,807,117,17,17,17,0.0,1
1074,815,9,4,18,18,0.0,32
1074,830,9,2,19,19,0.0,32
1074,842,213,10,,R,0.0,131
1075,830,9,4,1,1,25.0,1
1075,844,6,2,2,2,19.0,1
1075,832,6,3,3,3,15.0,1
1075,815,9,1,4,4,12.0,1
1075,847,131,6,5,5,10.0,1
1075,839,214,5,6,6,8.0,1
1075,846,1,11,7,7,6.0,1
1075,842,213,9,8,8,4.0,1
1075,825,210,10,9,9,2.0,1
1075,1,131,15,10,10,1.0,1
1075,855,51,12,11,11,0.0,1
1075,807,117,17,12,12,0.0,1
1075,840,117,13,13,13,0.0,11
1075,848,3,16,14,14,0.0,130
1075,822,51,8,,R,0.0,141
1075,4,214,7,,R,0.0,103
1075,817,1,14,,R,0.0,6
1075,849,3,18,,R,0.0,3
1075,852,213,19,,R,0.0,131
1075,854,210,0,,W,0.0,54
1076,844,6,1,1,1,26.0,1
1076,815,9,3,2,2,18.0,1
1076,847,131,6,3,3,15.0,1
1076,1,131,5,4,4,12.0,1
1076,846,1,4,5,5,10.0,1
1076,817,1,7,6,6,8.0,1
1076,839,214,8,7,7,6.0,1
1076,822,51,12,8,8,4.0,1
1076,842,213,11,9,9,2.0,1
1076,848,3,20,10,10,1.0,1
1076,855,51,14,11,11,0.0,1
1076,840,117,19,12,12,0.0,1
1076,854,210,15,13,13,0.0,11
1076,825,210,16,14,14,0.0,11
1076,852,213,13,15,15,0.0,11
1076,849,3,18,16,16,0.0,11
1076,4,214,10,17,17,0.0,11
1076,830,9,2,,R,0.0,95
1076,20,117,17,,R,0.0,3
1076,832,6,9,,R,0.0,20
1077,830,9,1,1,1,26.0,1
1077,815,9,3,2,2,18.0,1
1077,846,1,5,3,3,15.0,1
1077,847,131,11,4,4,12.0,1
1077,822,51,7,5,5,10.0,1
1077,844,6,2,6,6,8.0,1
1077,852,213,12,7,7,6.0,1
1077,20,117,13,8,8,4.0,1
1077,825,210,8,9,9,2.0,1
1077,840,117,15,10,10,1.0,11
1077,848,3,18,11,11,0.0,11
1077,842,213,17,12,12,0.0,11
1077,1,131,14,13,13,0.0,11
1077,839,214,16,14,14,0.0,11
1077,855,51,0,15,15,0.0,11
1077,849,3,19,16,16,0.0,11
1077,854,210,10,17,17,0.0,11
1077,817,1,6,18,18,0.0,11
1077,4,214,9,,R,0.0,130
1077,832,6,4,,R,0.0,4
1078,830,9,3,1,1,26.0,1
1078,844,6,1,2,2,18.0,1
1078,832,6,2,3,3,15.0,1
1078,815,9,4,4,4,12.0,1
1078,847,131,12,5,5,10.0,1
1078,1,131,6,6,6,8.0,1
1078,822,51,5,7,7,6.0,1
1078,839,214,20,8,8,4.0,1
1078,848,3,18,9,9,2.0,1
1078,840,117,0,10,10,1.0,1
1078,4,214,11,11,11,0.0,1
1078,852,213,9,12,12,0.0,1
1078,817,1,14,13,13,0.0,1
1078,849,3,19,14,14,0.0,1
1078,854,210,15,15,15,0.0,1
1078,825,210,16,16,16,0.0,33
1078,20,117,0,17,17,0.0,4
1078,842,213,7,,R,0.0,22
1078,846,1,8,,R,0.0,4
1078,855,51,17,,R,0.0,47
1079,830,9,2,1,1,25.0,1
1079,815,9,5,2,2,19.0,1
1079,847,131,4,3,3,15.0,1
1079,832,6,3,4,4,12.0,1
1079,1,131,6,5,5,10.0,1
1079,822,51,7,6,6,8.0,1
1079,839,214,12,7,7,6.0,1
1079,846,1,11,8,8,4.0,1
1079,4,214,20,9,9,2.0,11
1079,852,213,13,10,10,1.0,11
1079,20,117,16,11,11,0.0,11
1079,817,1,9,12,12,0.0,11
1079,842,213,14,13,13,0.0,11
1079,854,210,10,14,14,0.0,11
1079,840,117,17,15,15,0.0,11
1079,849,3,19,16,16,0.0,12
1079,825,210,8,17,17,0.0,12
1079,848,3,18,18,18,0.0,12
1079,855,51,15,,R,0.0,75
1079,844,6,1,,R,0.0,101
1080,815,9,3,1,1,25.0,1
1080,832,6,2,2,2,18.0,1
1080,830,9,4,3,3,15.0,1
1080,844,6,1,4,4,12.0,1
1080,847,131,6,5,5,10.0,1
1080,846,1,5,6,6,9.0,1
1080,4,214,7,7,7,6.0,1
1080,1,131,8,8,8,4.0,1
1080,822,51,12,9,9,2.0,1
1080,20,117,9,10,10,1.0,1
1080,842,213,17,11,11,0.0,1
1080,839,214,10,12,12,0.0,1
1080,817,1,14,13,13,0.0,1
1080,840,117,18,14,14,0.0,1
1080,849,3,19,15,15,0.0,11
1080,855,51,20,16,16,0.0,11
1080,852,213,11,17,17,0.0,11
1080,848,3,16,,R,0.0,26
1080,854,210,15,,R,0.0,3
1080,825,210,13,,R,0.0,34
1081,830,9,3,1,1,25.0,1
1081,815,9,2,2,2,19.0,1
1081,847,131,5,3,3,15.0,1
1081,1,131,7,4,4,12.0,1
1081,842,213,6,5,5,10.0,1
1081,20,117,9,6,6,8.0,1
1081,4,214,10,7,7,6.0,1
1081,817,1,12,8,8,4.0,1
1081,846,1,11,9,9,2.0,1
1081,839,214,13,10,10,1.0,1
1081,822,51,15,11,11,0.0,11
1081,848,3,17,12,12,0.0,11
1081,852,213,8,13,13,0.0,11
1081,854,210,20,14,14,0.0,11
1081,849,3,18,15,15,0.0,11
1081,840,117,19,16,16,0.0,76
1081,825,210,16,,R,0.0,131
1081,855,51,14,,R,0.0,9
1081,844,6,1,,R,0.0,131
1081,832,6,4,,R,0.0,9
1082,830,9,1,1,1,25.0,1
1082,832,6,3,2,2,19.0,1
1082,1,131,4,3,3,15.0,1
1082,847,131,8,4,4,12.0,1
1082,844,6,19,5,5,10.0,1
1082,839,214,7,6,6,8.0,1
1082,822,51,11,7,7,6.0,1
1082,855,51,10,8,8,4.0,1
1082,4,214,2,9,9,2.0,1
1082,840,117,17,10,10,1.0,1
1082,817,1,9,11,11,0.0,1
1082,20,117,16,12,12,0.0,1
1082,848,3,12,13,13,0.0,1
1082,842,213,15,14,14,0.0,1
1082,846,1,14,15,15,0.0,1
1082,849,3,18,16,16,0.0,1
1082,825,210,5,17,17,0.0,1
1082,852,213,20,,R,0.0,3
1082,854,210,6,,R,0.0,5
1082,815,9,13,,R,0.0,6
1083,832,6,1,1,1,25.0,1
1083,815,9,4,2,2,18.0,1
1083,1,131,5,3,3,16.0,1
1083,844,6,3,4,4,12.0,1
1083,4,214,7,5,5,10.0,1
1083,846,1,6,6,6,8.0,1
1083,830,9,2,7,7,6.0,1
1083,854,210,19,8,8,4.0,1
1083,20,117,18,9,9,2.0,1
1083,825,210,17,10,10,1.0,1
1083,840,117,20,11,11,0.0,1
1083,849,3,10,12,12,0.0,1
1083,817,1,14,13,13,0.0,1
1083,852,213,13,14,14,0.0,1
1083,839,214,15,,R,0.0,48
1083,842,213,11,,R,0.0,130
1083,822,51,12,,R,0.0,6
1083,847,131,8,,R,0.0,4
1083,855,51,9,,R,0.0,4
1083,848,3,16,,R,0.0,4
1084,844,6,2,1,1,25.0,1
1084,830,9,1,2,2,19.0,1
1084,1,131,8,3,3,15.0,1
1084,847,131,4,4,4,12.0,1
1084,839,214,6,5,5,10.0,1
1084,854,210,9,6,6,8.0,11
1084,846,1,10,7,7,6.0,11
1084,825,210,7,8,8,4.0,11
1084,817,1,11,9,9,2.0,11
1084,4,214,19,10,10,1.0,11
1084,822,51,0,11,11,0.0,11
1084,848,3,15,12,12,0.0,11
1084,840,117,12,13,13,0.0,11
1084,855,51,13,14,14,0.0,11
1084,842,213,14,15,15,0.0,11
1084,852,213,16,16,16,0.0,11
1084,20,117,18,17,17,0.0,11
1084,832,6,3,,R,0.0,131
1084,849,3,17,,R,0.0,140
1084,815,9,5,,R,0.0,130
1085,830,9,2,1,1,25.0,1
1085,1,131,4,2,2,18.0,1
1085,847,131,6,3,3,15.0,1
1085,815,9,3,4,4,12.0,1
1085,832,6,19,5,5,11.0,1
1085,4,214,7,6,6,8.0,1
1085,846,1,5,7,7,6.0,1
1085,839,214,10,8,8,4.0,1
1085,817,1,9,9,9,2.0,1
1085,840,117,15,10,10,1.0,1
1085,20,117,12,11,11,0.0,1
1085,842,213,14,12,12,0.0,1
1085,848,3,13,13,13,0.0,1
1085,822,51,11,14,14,0.0,1
1085,854,210,17,15,15,0.0,1
1085,855,51,16,16,16,0.0,16
1085,849,3,18,,R,0.0,130
1085,825,210,20,,R,0.0,130
1085,844,6,1,,R,0.0,3
1085,852,213,8,,R,0.0,140
1086,830,9,10,1,1,25.0,1
1086,1,131,7,2,2,19.0,1
1086,847,131,1,3,3,15.0,1
1086,832,6,2,4,4,12.0,1
1086,815,9,11,5,5,10.0,1
1086,844,6,3,6,6,8.0,1
1086,846,1,4,7,7,6.0,1
1086,4,214,6,8,8,4.0,11
1086,839,214,5,9,9,2.0,11
1086,20,117,18,10,10,1.0,11
1086,840,117,14,11,11,0.0,11
1086,842,213,0,12,12,0.0,11
1086,855,51,12,13,13,0.0,11
1086,854,210,15,14,14,0.0,11
1086,817,1,9,15,15,0.0,11
1086,825,210,13,16,16,0.0,11
1086,848,3,17,17,17,0.0,11
1086,849,3,19,18,18,0.0,11
1086,852,213,16,19,19,0.0,12
1086,822,51,8,20,20,0.0,131
1087,830,9,14,1,1,26.0,1
1087,815,9,2,2,2,18.0,1
1087,832,6,1,3,3,15.0,1
1087,847,131,5,4,4,12.0,1
1087,4,214,3,5,5,10.0,1
1087,844,6,15,6,6,8.0,1
1087,839,214,16,7,7,6.0,1
1087,20,117,10,8,8,4.0,1
1087,842,213,0,9,9,2.0,1
1087,848,3,6,10,10,1.0,1
1087,840,117,9,11,11,0.0,1
1087,846,1,17,12,12,0.0,1
1087,852,213,0,13,13,0.0,1
1087,855,51,18,14,14,0.0,1
1087,817,1,7,15,15,0.0,1
1087,825,210,12,16,16,0.0,11
1087,854,210,19,17,17,0.0,11
1087,849,3,11,18,18,0.0,11
1087,822,51,13,,R,0.0,3
1087,1,131,4,,R,0.0,130
1088,830,9,1,1,1,26.0,1
1088,847,131,6,2,2,18.0,1
1088,844,6,2,3,3,15.0,1
1088,1,131,4,4,4,12.0,1
1088,815,9,5,5,5,10.0,1
1088,4,214,13,6,6,8.0,1
1088,846,1,7,7,7,6.0,1
1088,832,6,3,8,8,4.0,1
1088,839,214,12,9,9,2.0,1
1088,840,117,10,10,10,1.0,1
1088,842,213,11,11,11,0.0,1
1088,848,3,15,12,12,0.0,1
1088,854,210,8,13,13,0.0,1
1088,20,117,19,14,14,0.0,1
1088,825,210,18,15,15,0.0,1
1088,855,51,14,16,16,0.0,1
1088,817,1,17,17,17,0.0,1
1088,849,3,20,18,18,0.0,11
1088,822,51,16,,R,0.0,5
1088,852,213,9,,R,0.0,24
1089,830,9,7,1,1,25.0,1
1089,844,6,1,2,2,18.0,1
1089,847,131,2,3,3,15.0,1
1089,832,6,18,4,4,12.0,1
1089,1,131,19,5,5,10.0,1
1089,815,9,13,6,6,9.0,1
1089,846,1,3,7,7,6.0,1
1089,842,213,5,8,8,4.0,1
1089,856,3,8,9,9,2.0,1
1089,855,51,9,10,10,1.0,1
1089,839,214,14,11,11,0.0,1
1089,854,210,17,12,12,0.0,1
1089,822,51,15,13,13,0.0,11
1089,852,213,20,14,14,0.0,11
1089,849,3,10,15,15,0.0,11
1089,825,210,16,16,16,0.0,11
1089,817,1,4,,R,0.0,44
1089,840,117,12,,R,0.0,5
1089,4,214,6,,R,0.0,34
1089,20,117,11,,R,0.0,5
1091,815,9,2,1,1,25.0,1
1091,844,6,1,2,2,18.0,1
1091,832,6,4,3,3,15.0,1
1091,846,1,6,4,4,12.0,1
1091,817,1,16,5,5,10.0,1
1091,840,117,11,6,6,8.0,1
1091,830,9,8,7,7,6.0,1
1091,20,117,13,8,8,4.0,1
1091,1,131,3,9,9,2.0,1
1091,842,213,7,10,10,1.0,1
1091,822,51,15,11,11,0.0,1
1091,825,210,9,12,12,0.0,1
1091,854,210,12,13,13,0.0,11
1091,847,131,0,14,14,0.0,12
1091,852,213,10,,R,0.0,3
1091,839,214,17,,R,0.0,5
1091,848,3,18,,R,0.0,130
1091,4,214,5,,R,0.0,5
1091,849,3,19,,R,0.0,130
1091,855,51,14,,R,0.0,4
1092,830,9,1,1,1,25.0,1
1092,815,9,4,2,2,18.0,1
1092,844,6,2,3,3,15.0,1
1092,839,214,5,4,4,12.0,1
1092,1,131,6,5,5,10.0,1
1092,20,117,9,6,6,8.0,1
1092,4,214,7,7,7,6.0,1
1092,847,131,8,8,8,4.0,1
1092,849,3,20,9,9,2.0,1
1092,846,1,10,10,10,1.0,1
1092,817,1,11,11,11,0.0,1
1092,840,117,19,12,12,0.0,1
1092,852,213,13,13,13,0.0,1
1092,825,210,18,14,14,0.0,1
1092,822,51,12,15,15,0.0,1
1092,855,51,14,16,16,0.0,1
1092,854,210,15,17,17,0.0,1
1092,842,213,17,18,18,0.0,1
1092,832,6,3,,R,0.0,3
1092,848,3,16,,R,0.0,9
1093,830,9,2,1,1,25.0,1
1093,1,131,3,2,2,18.0,1
1093,844,6,12,3,3,15.0,1
1093,815,9,9,4,4,12.0,1
1093,847,131,4,5,5,11.0,1
1093,846,1,6,6,6,8.0,1
1093,4,214,14,7,7,6.0,1
1093,20,117,10,8,8,4.0,1
1093,825,210,13,9,9,2.0,1
1093,852,213,19,10,10,1.0,1
1093,839,214,0,11,11,0.0,1
1093,855,51,18,12,12,0.0,1
1093,848,3,8,13,13,0.0,1
1093,842,213,11,14,14,0.0,1
1093,854,210,16,15,15,0.0,1
1093,817,1,15,16,16,0.0,1
1093,849,3,17,17,17,0.0,1
1093,840,117,5,,R,0.0,4
1093,822,51,7,,R,0.0,20
1093,832,6,1,,R,0.0,130
1094,830,9,1,1,1,25.0,1
1094,1,131,3,2,2,18.0,1
1094,815,9,4,3,3,15.0,1
1094,847,131,2,4,4,13.0,1
1094,832,6,5,5,5,10.0,1
1094,844,6,7,6,6,8.0,1
1094,817,1,11,7,7,6.0,11
1094,839,214,10,8,8,4.0,11
1094,846,1,8,9,9,2.0,11
1094,822,51,6,10,10,1.0,11
1094,842,213,14,11,11,0.0,11
1094,848,3,17,12,12,0.0,11
1094,855,51,12,13,13,0.0,11
1094,20,117,16,14,14,0.0,11
1094,840,117,20,15,15,0.0,11
1094,854,210,15,16,16,0.0,11
1094,825,210,19,17,17,0.0,11
1094,849,3,18,18,18,0.0,12
1094,4,214,9,19,19,0.0,5
1094,852,213,13,,R,0.0,130
1095,847,131,1,1,1,26.0,1
1095,1,131,2,2,2,18.0,1
1095,832,6,7,3,3,15.0,1
1095,844,6,5,4,4,12.0,1
1095,4,214,17,5,5,10.0,1
1095,830,9,3,6,6,8.0,1
1095,815,9,4,7,7,6.0,1
1095,839,214,16,8,8,4.0,1
1095,822,51,14,9,9,2.0,1
1095,840,117,15,10,10,1.0,1
1095,20,117,9,11,11,0.0,1
1095,855,51,13,12,12,0.0,1
1095,854,210,12,13,13,0.0,1
1095,842,213,10,14,14,0.0,1
1095,848,3,19,15,15,0.0,1
1095,849,3,18,16,16,0.0,1
1095,852,213,0,17,17,0.0,11
1095,846,1,6,,R,0.0,6
1095,825,210,8,,R,0.0,4
1095,817,1,11,,R,0.0,4
1096,830,9,1,1,1,25.0,1
1096,844,6,3,2,2,18.0,1
1096,815,9,2,3,3,15.0,1
1096,832,6,4,4,4,12.0,1
1096,847,131,6,5,5,10.0,1
1096,846,1,7,6,6,9.0,1
1096,839,214,8,7,7,6.0,1
1096,840,117,14,8,8,4.0,1
1096,817,1,13,9,9,2.0,1
1096,20,117,9,10,10,1.0,1
1096,852,213,11,11,11,0.0,1
1096,855,51,15,12,12,0.0,11
1096,848,3,19,13,13,0.0,11
1096,842,213,17,14,14,0.0,11
1096,822,51,18,15,15,0.0,11
1096,854,210,12,16,16,0.0,11
1096,825,210,16,17,17,0.0,11
1096,1,131,5,18,18,0.0,9
1096,849,3,20,19,19,0.0,130
1096,4,214,10,,R,0.0,47
1098,830,9,1,1,1,25.0,1
1098,815,9,2,2,2,18.0,1
1098,4,117,5,3,3,15.0,1
1098,832,6,4,4,4,12.0,1
1098,1,131,7,5,5,10.0,1
1098,840,117,8,6,6,8.0,1
1098,847,131,6,7,7,6.0,1
1098,822,51,12,8,8,4.0,1
1098,842,214,20,9,9,2.0,1
1098,848,3,15,10,10,1.0,1
1098,852,213,14,11,11,0.0,1
1098,858,3,16,12,12,0.0,11
1098,825,210,17,13,13,0.0,11
1098,856,213,19,14,14,0.0,11
1098,807,210,10,15,15,0.0,11
1098,855,51,13,16,16,0.0,11
1098,846,1,11,17,17,0.0,12
1098,839,214,9,,R,0.0,26
1098,844,6,3,,R,0.0,5
1098,857,1,18,,R,0.0,10
1099,815,9,1,1,1,25.0,1
1099,830,9,15,2,2,19.0,1
1099,4,117,2,3,3,15.0,1
1099,847,131,3,4,4,12.0,1
1099,1,131,7,5,5,10.0,1
1099,832,6,4,6,6,8.0,1
1099,844,6,12,7,7,6.0,1
1099,839,214,6,8,8,4.0,1
1099,842,214,9,9,9,2.0,1
1099,825,210,13,10,10,1.0,1
1099,852,213,16,11,11,0.0,1
1099,807,210,10,12,12,0.0,1
1099,855,51,11,13,13,0.0,1
1099,856,213,18,14,14,0.0,1
1099,857,1,8,15,15,0.0,1
1099,858,3,20,16,16,0.0,1
1099,846,1,19,17,17,0.0,1
1099,822,51,14,18,18,0.0,11
1099,848,3,17,,R,0.0,23
1099,840,117,5,,R,0.0,5
1100,830,9,1,1,1,25.0,1
1100,1,131,3,2,2,18.0,1
1100,4,117,4,3,3,15.0,1
1100,840,117,6,4,4,12.0,1
1100,815,9,0,5,5,11.0,1
1100,846,1,13,6,6,8.0,1
1100,807,210,10,7,7,6.0,1
1100,857,1,16,8,8,4.0,1
1100,855,51,17,9,9,2.0,1
1100,852,213,12,10,10,1.0,1
1100,822,51,0,11,11,0.0,1
1100,832,6,5,12,12,0.0,1
1100,842,214,9,13,13,0.0,4
1100,839,214,11,14,14,0.0,4
1100,856,213,15,15,15,0.0,4
1100,858,3,18,16,16,0.0,4
1100,825,210,14,17,17,0.0,3
1100,847,131,2,,R,0.0,5
1100,848,3,8,,R,0.0,3
1100,844,6,7,,R,0.0,4
1101,815,9,3,1,1,25.0,1
1101,830,9,2,2,2,18.0,1
1101,844,6,1,3,3,15.0,1
