raceId,driverId,stop,lap,duration,milliseconds,duration_seconds
841,153,1,1,26.898,26898,26.898
841,30,1,1,25.021,25021,25.021
841,17,1,11,23.426,23426,23.426
841,4,1,12,23.251,23251,23.251
841,13,1,13,23.842,23842,23.842
841,22,1,13,23.643,23643,23.643
841,20,1,14,22.603,22603,22.603
841,814,1,14,24.863,24863,24.863
841,816,1,14,25.259,25259,25.259
841,67,1,15,25.342,25342,25.342
841,2,1,15,22.994,22994,22.994
841,1,1,16,23.227,23227,23.227
841,808,1,16,24.535,24535,24.535
841,3,1,16,23.716,23716,23.716
841,155,1,16,24.064,24064,24.064
841,16,1,16,25.978,25978,25.978
841,15,1,16,24.899,24899,24.899
841,18,1,17,16.867,16867,16.867
841,153,2,17,24.463,24463,24.463
841,5,1,17,24.865,24865,24.865
841,30,2,17,23.988,23988,23.988
841,10,1,18,23.792,23792,23.792
841,18,2,19,23.303,23303,23.303
841,815,1,23,23.438,23438,23.438
841,22,2,23,37.856,37856,37.856
841,17,2,26,22.520,22520,22.52
841,4,2,27,24.733,24733,24.733
841,22,3,28,16.892,16892,16.892
841,67,2,29,23.100,23100,23.1
841,2,2,30,25.098,25098,25.098
841,13,2,31,24.500,24500,24.5
841,155,2,32,24.192,24192,24.192
841,20,2,36,24.036,24036,24.036
841,1,2,36,23.199,23199,23.199
841,153,3,35,26.348,26348,26.348
841,808,2,36,25.683,25683,25.683
841,814,2,36,24.332,24332,24.332
841,18,3,37,22.681,22681,22.681
841,16,2,37,23.871,23871,23.871
841,15,2,37,24.848,24848,24.848
841,816,2,38,26.446,26446,26.446
841,17,3,41,26.230,26230,26.23
841,22,4,40,26.309,26309,26.309
841,4,3,42,24.181,24181,24.181
841,13,3,48,24.095,24095,24.095
842,16,1,3,31.694,31694,31.694
842,22,1,3,32.978,32978,32.978
842,17,1,10,22.572,22572,22.572
842,814,1,11,22.773,22773,22.773
842,1,1,12,22.552,22552,22.552
842,20,1,13,23.019,23019,23.019
842,2,1,13,23.900,23900,23.9
842,18,1,13,22.400,22400,22.4
842,13,1,13,29.224,29224,29.224
842,15,1,13,25.516,25516,25.516
842,4,1,14,23.152,23152,23.152
842,30,1,14,22.576,22576,22.576
842,808,1,15,23.182,23182,23.182
842,67,1,15,23.280,23280,23.28
842,3,1,15,24.967,24967,24.967
842,5,1,15,29.084,29084,29.084
842,153,1,16,23.584,23584,23.584
842,16,2,16,22.046,22046,22.046
842,155,1,17,23.280,23280,23.28
842,815,1,17,23.597,23597,23.597
842,10,1,17,24.617,24617,24.617
842,816,1,17,26.252,26252,26.252
842,24,1,17,27.815,27815,27.815
842,22,2,17,24.502,24502,24.502
842,67,2,20,29.843,29843,29.843
842,17,2,22,21.991,21991,21.991
842,18,2,23,22.471,22471,22.471
842,1,2,24,22.611,22611,22.611
842,814,2,24,22.419,22419,22.419
842,20,2,25,21.893,21893,21.893
842,4,2,26,23.894,23894,23.894
842,2,2,26,23.221,23221,23.221
842,13,2,27,22.541,22541,22.541
842,808,2,27,22.680,22680,22.68
842,30,2,28,22.261,22261,22.261
842,3,2,29,22.577,22577,22.577
842,17,3,32,22.069,22069,22.069
842,153,2,32,22.888,22888,22.888
842,16,3,32,22.550,22550,22.55
842,67,3,32,27.439,27439,27.439
842,5,2,34,23.336,23336,23.336
842,10,2,34,24.429,24429,24.429
842,816,2,35,24.416,24416,24.416
842,155,2,36,23.442,23442,23.442
842,1,3,37,25.382,25382,25.382
842,814,3,37,23.977,23977,23.977
842,18,3,38,22.483,22483,22.483
842,13,3,38,22.893,22893,22.893
842,2,3,39,22.602,22602,22.602
842,24,2,38,26.554,26554,26.554
842,3,3,40,22.526,22526,22.526
842,20,3,41,22.313,22313,22.313
842,4,3,41,23.812,23812,23.812
842,30,3,42,22.227,22227,22.227
842,17,4,43,22.161,22161,22.161
842,808,3,44,28.694,28694,28.694
842,4,4,46,27.182,27182,27.182
842,24,3,44,38.823,38823,38.823
842,1,4,52,22.466,22466,22.466
843,153,1,9,22.419,22419,22.419
843,24,1,9,14.160,14160,14.16
843,30,1,10,20.522,20522,20.522
843,17,1,10,23.442,23442,23.442
843,813,1,10,23.160,23160,23.16
843,814,1,11,21.989,21989,21.989
843,3,1,12,20.771,20771,20.771
843,67,1,12,22.010,22010,22.01
843,18,1,14,23.779,23779,23.779
843,20,1,14,21.995,21995,21.995
843,155,1,14,21.855,21855,21.855
843,13,1,15,21.624,21624,21.624
843,1,1,15,20.878,20878,20.878
843,16,1,15,20.989,20989,20.989
843,4,1,16,22.524,22524,22.524
843,815,1,16,21.473,21473,21.473
843,22,1,16,21.709,21709,21.709
843,67,2,16,24.722,24722,24.722
843,10,1,16,22.683,22683,22.683
843,808,1,17,21.981,21981,21.981
843,2,1,18,22.216,22216,22.216
843,5,1,19,22.485,22485,22.485
843,15,1,20,23.029,23029,23.029
843,816,1,20,22.901,22901,22.901
843,24,2,21,24.467,24467,24.467
843,39,1,23,26.049,26049,26.049
843,18,2,24,20.758,20758,20.758
843,3,2,25,22.005,22005,22.005
843,1,2,25,20.533,20533,20.533
843,17,2,25,21.132,21132,21.132
843,813,2,25,22.062,22062,22.062
843,30,2,26,21.964,21964,21.964
843,10,2,28,21.908,21908,21.908
843,16,2,30,21.058,21058,21.058
843,155,2,30,21.936,21936,21.936
843,2,2,30,21.821,21821,21.821
843,20,2,31,21.533,21533,21.533
843,4,2,32,21.251,21251,21.251
843,814,2,32,21.218,21218,21.218
843,13,2,33,21.168,21168,21.168
843,67,3,33,21.928,21928,21.928
843,816,2,34,22.802,22802,22.802
843,22,2,35,21.481,21481,21.481
843,815,2,36,23.397,23397,23.397
843,18,3,37,21.237,21237,21.237
843,808,2,37,22.005,22005,22.005
843,1,3,38,20.567,20567,20.567
843,3,3,39,20.720,20720,20.72
843,30,3,39,21.400,21400,21.4
843,17,3,40,21.091,21091,21.091
843,10,3,39,33.827,33827,33.827
843,5,2,40,21.890,21890,21.89
843,813,3,40,27.620,27620,27.62
843,15,2,42,22.260,22260,22.26
843,24,3,45,23.499,23499,23.499
843,16,3,47,28.708,28708,28.708
843,815,3,48,13.900,13900,13.9
843,815,4,50,28.845,28845,28.845
844,815,1,1,29.270,29270,29.27
844,30,1,2,30.182,30182,30.182
844,808,1,8,21.422,21422,21.422
844,13,1,9,22.022,22022,22.022
844,1,1,9,20.833,20833,20.833
844,67,1,9,21.769,21769,21.769
844,17,1,10,21.050,21050,21.05
844,4,1,10,21.308,21308,21.308
844,3,1,10,22.573,22573,22.573
844,2,1,10,22.300,22300,22.3
844,22,1,10,22.717,22717,22.717
844,16,1,10,21.649,21649,21.649
844,20,1,11,20.623,20623,20.623
844,814,1,11,20.775,20775,20.775
844,813,1,11,23.881,23881,23.881
844,18,1,13,21.368,21368,21.368
844,155,1,13,21.820,21820,21.82
844,153,1,13,22.713,22713,22.713
844,15,1,13,23.066,23066,23.066
844,30,2,14,20.907,20907,20.907
844,39,1,14,27.353,27353,27.353
844,5,1,15,22.854,22854,22.854
844,24,1,15,24.634,24634,24.634
844,815,2,16,22.895,22895,22.895
844,816,1,16,22.779,22779,22.779
844,24,2,16,56.611,56611,56.611
844,808,2,19,21.323,21323,21.323
844,1,2,20,21.075,21075,21.075
844,17,2,21,20.421,20421,20.421
844,3,2,22,20.927,20927,20.927
844,2,2,22,21.919,21919,21.919
844,4,2,23,21.732,21732,21.732
844,13,2,23,21.322,21322,21.322
844,67,2,23,22.128,22128,22.128
844,155,2,23,23.455,23455,23.455
844,22,2,24,22.868,22868,22.868
844,814,2,24,20.930,20930,20.93
844,20,2,25,20.112,20112,20.112
844,16,2,25,21.084,21084,21.084
844,813,2,25,22.555,22555,22.555
844,15,2,25,22.862,22862,22.862
844,18,2,26,22.639,22639,22.639
844,39,2,27,24.962,24962,24.962
844,153,2,29,21.826,21826,21.826
844,30,3,30,20.379,20379,20.379
844,5,2,31,21.633,21633,21.633
844,814,3,32,20.887,20887,20.887
844,815,3,32,22.365,22365,22.365
844,3,3,33,20.949,20949,20.949
844,1,3,34,35.688,35688,35.688
844,816,2,33,24.837,24837,24.837
844,808,3,34,21.838,21838,21.838
844,13,3,34,23.471,23471,23.471
844,17,3,35,20.843,20843,20.843
844,4,3,36,21.702,21702,21.702
844,2,3,36,20.872,20872,20.872
844,24,3,35,25.125,25125,25.125
844,155,3,38,22.456,22456,22.456
844,18,3,39,21.417,21417,21.417
844,153,3,39,21.986,21986,21.986
844,20,3,40,20.385,20385,20.385
844,15,3,39,22.219,22219,22.219
844,67,3,40,22.032,22032,22.032
844,22,3,40,21.687,21687,21.687
844,16,3,40,21.006,21006,21.006
844,24,4,37,43.603,43603,43.603
844,813,3,41,21.827,21827,21.827
844,815,4,42,21.715,21715,21.715
844,3,4,44,20.308,20308,20.308
844,814,4,44,21.403,21403,21.403
844,17,4,45,22.087,22087,22.087
844,808,4,45,21.662,21662,21.662
844,30,4,45,20.597,20597,20.597
844,4,4,46,21.379,21379,21.379
844,813,4,45,13.925,13925,13.925
844,1,4,46,22.041,22041,22.041
844,2,4,46,21.884,21884,21.884
844,13,4,46,26.685,26685,26.685
844,20,4,47,20.489,20489,20.489
844,39,3,45,24.474,24474,24.474
844,5,3,53,23.114,23114,23.114
844,153,4,55,21.931,21931,21.931
845,155,1,1,24.871,24871,24.871
845,815,1,7,23.592,23592,23.592
845,813,1,8,22.689,22689,22.689
845,20,1,9,20.253,20253,20.253
845,67,1,9,20.818,20818,20.818
845,4,1,10,20.567,20567,20.567
845,17,1,10,20.881,20881,20.881
845,30,1,10,20.084,20084,20.084
845,1,1,11,19.761,19761,19.761
845,808,1,11,21.856,21856,21.856
845,3,1,11,20.647,20647,20.647
845,13,1,11,20.800,20800,20.8
845,153,1,11,20.741,20741,20.741
845,22,1,11,29.936,29936,29.936
845,16,1,13,20.773,20773,20.773
845,18,1,14,20.015,20015,20.015
845,39,1,14,24.843,24843,24.843
845,814,1,15,20.070,20070,20.07
845,15,1,15,22.364,22364,22.364
845,5,1,16,21.019,21019,21.019
845,24,1,16,23.157,23157,23.157
845,10,1,16,22.744,22744,22.744
845,816,1,17,23.176,23176,23.176
845,20,2,18,19.887,19887,19.887
845,4,2,19,20.238,20238,20.238
845,17,2,19,20.079,20079,20.079
845,813,2,20,24.821,24821,24.821
845,13,2,21,21.635,21635,21.635
845,2,1,21,21.322,21322,21.322
845,1,2,23,20.235,20235,20.235
845,22,2,23,21.226,21226,21.226
845,153,2,24,20.872,20872,20.872
845,67,2,25,24.745,24745,24.745
845,155,2,25,21.128,21128,21.128
845,30,2,26,20.487,20487,20.487
845,808,2,26,24.232,24232,24.232
845,3,2,27,19.534,19534,19.534
845,4,3,29,20.738,20738,20.738
845,17,3,29,20.279,20279,20.279
845,5,2,28,20.807,20807,20.807
845,815,2,29,21.143,21143,21.143
845,15,2,29,21.723,21723,21.723
845,39,2,28,24.448,24448,24.448
845,18,2,30,20.763,20763,20.763
845,16,2,30,20.267,20267,20.267
845,814,2,32,20.126,20126,20.126
845,20,3,34,20.426,20426,20.426
845,1,3,35,20.473,20473,20.473
845,816,2,34,22.982,22982,22.982
845,22,3,35,20.650,20650,20.65
845,13,3,36,22.419,22419,22.419
845,813,3,36,21.574,21574,21.574
845,2,2,36,21.953,21953,21.953
845,153,3,36,21.019,21019,21.019
845,4,4,39,20.380,20380,20.38
845,10,2,38,21.632,21632,21.632
845,30,3,41,20.451,20451,20.451
845,808,3,41,21.739,21739,21.739
845,5,3,41,23.068,23068,23.068
845,3,3,42,20.395,20395,20.395
845,67,3,42,20.819,20819,20.819
845,15,3,43,23.001,23001,23.001
845,155,3,44,20.500,20500,20.5
845,17,4,47,19.984,19984,19.984
845,20,4,48,20.292,20292,20.292
845,815,3,47,21.829,21829,21.829
845,18,3,48,20.107,20107,20.107
845,1,4,49,20.988,20988,20.988
845,16,3,48,23.230,23230,23.23
845,39,3,47,24.298,24298,24.298
845,2,3,50,20.796,20796,20.796
845,153,4,50,23.143,23143,23.143
845,816,3,49,21.708,21708,21.708
845,814,3,51,20.573,20573,20.573
845,813,4,53,22.077,22077,22.077
845,10,3,53,21.170,21170,21.17
845,22,4,54,20.637,20637,20.637
846,30,1,12,35.084,35084,35.084
846,18,1,15,25.280,25280,25.28
846,3,1,15,25.189,25189,25.189
846,20,1,16,28.536,28536,28.536
846,17,1,16,37.735,37735,37.735
846,4,1,17,25.352,25352,25.352
846,5,1,19,26.477,26477,26.477
846,814,1,20,24.970,24970,24.97
846,1,1,22,31.445,31445,31.445
846,10,1,22,26.827,26827,26.827
846,15,1,24,25.595,25595,25.595
846,813,1,25,26.468,26468,26.468
846,13,1,26,26.615,26615,26.615
846,39,1,25,28.325,28325,28.325
846,814,2,27,19.360,19360,19.36
846,808,1,28,28.856,28856,28.856
846,153,1,29,25.907,25907,25.907
846,22,1,32,25.921,25921,25.921
846,18,2,33,26.421,26421,26.421
846,814,3,32,47.226,47226,47.226
846,2,1,33,25.851,25851,25.851
846,67,1,33,26.073,26073,26.073
846,4,2,34,31.382,31382,31.382
846,3,2,33,25.310,25310,25.31
846,24,1,32,28.298,28298,28.298
846,816,1,33,27.577,27577,27.577
846,155,1,34,28.642,28642,28.642
846,16,1,34,25.037,25037,25.037
846,39,2,33,39.917,39917,39.917
846,1,2,43,19.347,19347,19.347
846,15,2,46,26.065,26065,26.065
846,18,3,48,24.670,24670,24.67
846,1,3,49,26.977,26977,26.977
846,5,2,52,25.878,25878,25.878
846,3,3,53,25.116,25116,25.116
846,813,2,54,25.687,25687,25.687
846,17,2,55,26.269,26269,26.269
846,153,2,56,27.550,27550,27.55
846,67,2,62,25.045,25045,25.045
846,816,2,63,26.464,26464,26.464
846,16,2,68,27.879,27879,27.879
846,22,2,68,25.675,25675,25.675
846,2,2,69,26.281,26281,26.281
847,18,1,8,23.650,23650,23.65
847,24,1,9,27.202,27202,27.202
847,18,2,13,14.501,14501,14.501
847,22,1,15,23.305,23305,23.305
847,16,1,16,24.052,24052,24.052
847,4,1,17,23.893,23893,23.893
847,3,1,17,23.105,23105,23.105
847,813,1,17,23.571,23571,23.571
847,67,1,17,23.949,23949,23.949
847,816,1,17,24.143,24143,24.143
847,30,1,18,24.472,24472,24.472
847,4,2,19,26.348,26348,26.348
847,18,3,19,23.868,23868,23.868
847,3,2,19,22.986,22986,22.986
847,153,1,19,26.045,26045,26.045
847,22,2,19,25.066,25066,25.066
847,5,1,19,44.037,44037,44.037
847,15,1,19,51.684,51684,51.684
847,813,2,19,24.943,24943,24.943
847,20,1,20,23.872,23872,23.872
847,17,1,20,29.546,29546,29.546
847,67,2,20,24.649,24649,24.649
847,13,1,21,24.886,24886,24.886
847,30,2,21,24.196,24196,24.196
847,816,2,23,30.497,30497,30.497
847,816,3,33,24.655,24655,24.655
847,30,3,34,22.832,22832,22.832
847,16,2,34,22.923,22923,22.923
847,10,1,34,24.425,24425,24.425
847,22,3,34,24.684,24684,24.684
847,67,3,34,23.970,23970,23.97
847,2,1,35,23.113,23113,23.113
847,814,1,35,22.479,22479,22.479
847,18,4,35,23.589,23589,23.589
847,37,1,35,30.288,30288,30.288
847,153,2,35,24.863,24863,24.863
847,813,3,35,23.593,23593,23.593
847,24,2,35,34.897,34897,34.897
847,155,1,36,23.687,23687,23.687
847,13,2,36,22.742,22742,22.742
847,808,1,36,23.816,23816,23.816
847,17,2,36,22.402,22402,22.402
847,4,3,36,26.129,26129,26.129
847,3,3,36,22.735,22735,22.735
847,15,2,36,23.332,23332,23.332
847,816,4,36,14.538,14538,14.538
847,20,2,37,22.958,22958,22.958
847,39,1,37,29.115,29115,29.115
847,18,5,37,31.718,31718,31.718
847,814,2,43,28.630,28630,28.63
847,16,3,45,14.565,14565,14.565
847,16,4,49,32.449,32449,32.449
847,17,3,50,22.770,22770,22.77
847,22,4,50,23.059,23059,23.059
847,67,4,50,26.561,26561,26.561
847,814,3,50,14.538,14538,14.538
847,18,6,51,23.741,23741,23.741
847,153,3,51,23.338,23338,23.338
847,813,4,51,23.700,23700,23.7
847,10,2,51,25.079,25079,25.079
847,39,2,51,29.540,29540,29.54
847,30,4,52,22.869,22869,22.869
847,13,3,52,22.560,22560,22.56
847,2,2,52,23.364,23364,23.364
847,37,2,52,24.039,24039,24.039
847,15,3,52,25.140,25140,25.14
847,816,5,52,30.714,30714,30.714
847,20,3,53,22.526,22526,22.526
847,24,3,52,33.278,33278,33.278
847,155,2,53,24.618,24618,24.618
847,808,2,53,24.145,24145,24.145
847,3,4,53,22.702,22702,22.702
847,13,4,53,28.346,28346,28.346
847,814,4,53,23.129,23129,23.129
847,813,5,61,31.701,31701,31.701
848,813,1,10,21.301,21301,21.301
848,2,1,11,22.114,22114,22.114
848,22,1,11,21.163,21163,21.163
848,155,1,11,23.492,23492,23.492
848,1,1,12,20.340,20340,20.34
848,3,1,12,21.054,21054,21.054
848,16,1,12,20.676,20676,20.676
848,17,1,13,20.465,20465,20.465
848,20,1,14,21.006,21006,21.006
848,4,1,14,21.477,21477,21.477
848,18,1,14,20.997,20997,20.997
848,30,1,14,21.201,21201,21.201
848,814,1,14,20.567,20567,20.567
848,67,1,14,21.321,21321,21.321
848,5,1,14,23.241,23241,23.241
848,39,1,14,28.030,28030,28.03
848,13,1,15,20.718,20718,20.718
848,808,1,15,22.104,22104,22.104
848,30,2,15,30.665,30665,30.665
848,24,1,15,24.459,24459,24.459
848,10,1,17,21.900,21900,21.9
848,15,1,18,23.327,23327,23.327
848,816,1,18,21.943,21943,21.943
848,153,1,19,21.391,21391,21.391
848,1,2,24,21.035,21035,21.035
848,815,1,25,21.939,21939,21.939
848,67,2,26,20.460,20460,20.46
848,5,2,26,21.126,21126,21.126
848,2,2,27,22.285,22285,22.285
848,814,2,27,20.818,20818,20.818
848,808,2,27,21.168,21168,21.168
848,17,2,28,20.319,20319,20.319
848,16,2,28,20.286,20286,20.286
848,22,2,28,21.262,21262,21.262
848,813,2,28,21.805,21805,21.805
848,4,2,29,20.551,20551,20.551
848,24,2,28,22.766,22766,22.766
848,20,2,30,20.441,20441,20.441
848,18,2,30,20.325,20325,20.325
848,3,2,30,23.547,23547,23.547
848,39,2,29,24.675,24675,24.675
848,13,2,31,25.537,25537,25.537
848,30,3,31,21.168,21168,21.168
848,155,2,33,20.545,20545,20.545
848,15,2,34,22.131,22131,22.131
848,816,2,37,22.250,22250,22.25
848,808,3,39,21.105,21105,21.105
848,2,3,40,21.472,21472,21.472
848,22,3,40,21.286,21286,21.286
848,17,3,42,20.367,20367,20.367
848,1,3,42,20.212,20212,20.212
848,153,2,42,21.103,21103,21.103
848,5,3,42,22.632,22632,22.632
848,16,3,43,21.036,21036,21.036
848,10,2,42,22.030,22030,22.03
848,814,3,44,21.069,21069,21.069
848,4,3,45,20.136,20136,20.136
848,24,3,43,22.235,22235,22.235
848,813,3,44,21.490,21490,21.49
848,3,3,45,20.896,20896,20.896
848,67,3,45,20.995,20995,20.995
848,20,3,47,20.331,20331,20.331
848,39,3,44,26.059,26059,26.059
848,13,3,48,20.404,20404,20.404
848,18,3,48,20.479,20479,20.479
849,30,1,9,30.242,30242,30.242
849,2,1,10,24.716,24716,24.716
849,18,1,11,25.070,25070,25.07
849,16,1,11,25.737,25737,25.737
849,155,1,11,28.448,28448,28.448
849,813,1,11,26.238,26238,26.238
849,67,1,11,26.279,26279,26.279
849,808,1,11,24.880,24880,24.88
849,22,1,11,25.860,25860,25.86
849,10,1,11,25.416,25416,25.416
849,24,1,11,26.643,26643,26.643
849,816,1,11,28.742,28742,28.742
849,17,1,12,23.973,23973,23.973
849,4,1,12,26.566,26566,26.566
849,1,1,12,25.100,25100,25.1
849,814,1,12,26.612,26612,26.612
849,3,1,12,24.722,24722,24.722
849,815,1,12,25.386,25386,25.386
849,153,1,12,24.719,24719,24.719
849,817,1,12,25.872,25872,25.872
849,20,1,13,24.818,24818,24.818
849,13,1,13,24.159,24159,24.159
849,30,2,16,31.751,31751,31.751
849,155,2,20,31.551,31551,31.551
849,1,2,24,24.065,24065,24.065
849,814,2,24,45.291,45291,45.291
849,813,2,24,24.272,24272,24.272
849,16,2,25,24.077,24077,24.077
849,67,2,25,24.620,24620,24.62
849,17,2,26,25.490,25490,25.49
849,18,2,26,24.287,24287,24.287
849,13,2,26,23.929,23929,23.929
849,814,3,26,31.471,31471,31.471
849,20,2,27,31.558,31558,31.558
849,4,2,27,23.974,23974,23.974
849,816,2,28,25.428,25428,25.428
849,817,2,28,26.942,26942,26.942
849,3,2,30,24.399,24399,24.399
849,2,2,30,24.434,24434,24.434
849,10,2,30,24.959,24959,24.959
849,153,2,31,24.095,24095,24.095
849,30,3,31,24.651,24651,24.651
849,22,2,31,23.955,23955,23.955
849,815,2,32,25.619,25619,25.619
849,24,2,31,25.505,25505,25.505
849,813,3,35,23.869,23869,23.869
849,20,3,36,23.137,23137,23.137
849,1,3,37,23.340,23340,23.34
849,17,3,38,23.785,23785,23.785
849,808,2,38,24.172,24172,24.172
849,4,3,39,23.474,23474,23.474
849,18,3,39,23.292,23292,23.292
849,16,3,40,27.240,27240,27.24
849,13,3,41,23.238,23238,23.238
850,815,1,8,27.247,27247,27.247
850,67,1,10,27.301,27301,27.301
850,812,1,10,31.879,31879,31.879
850,17,1,14,20.440,20440,20.44
850,3,1,14,20.348,20348,20.348
850,30,1,15,20.768,20768,20.768
850,813,1,15,21.601,21601,21.601
850,1,1,16,20.982,20982,20.982
850,4,1,16,20.430,20430,20.43
850,20,1,16,20.394,20394,20.394
850,13,1,17,20.344,20344,20.344
850,155,1,20,20.882,20882,20.882
850,24,1,20,22.048,22048,22.048
850,817,1,21,22.319,22319,22.319
850,16,1,22,20.839,20839,20.839
850,10,1,22,22.252,22252,22.252
850,808,1,23,21.449,21449,21.449
850,153,1,23,21.062,21062,21.062
850,814,1,23,23.676,23676,23.676
850,18,1,24,20.952,20952,20.952
850,816,1,24,20.762,20762,20.762
850,5,1,26,22.088,22088,22.088
850,17,2,30,21.299,21299,21.299
850,812,2,28,22.331,22331,22.331
850,1,2,31,20.496,20496,20.496
850,4,2,32,20.035,20035,20.035
850,813,2,35,21.057,21057,21.057
850,3,2,36,20.975,20975,20.975
850,67,2,36,20.954,20954,20.954
850,30,2,37,20.299,20299,20.299
850,20,2,40,20.274,20274,20.274
850,13,2,41,20.185,20185,20.185
850,815,2,41,21.645,21645,21.645
850,153,2,43,21.689,21689,21.689
850,808,2,46,20.572,20572,20.572
850,16,2,48,20.879,20879,20.879
850,155,2,48,21.267,21267,21.267
850,10,2,48,21.252,21252,21.252
850,1,3,51,20.403,20403,20.403
850,816,2,49,23.588,23588,23.588
850,817,2,49,24.053,24053,24.053
850,5,2,50,21.175,21175,21.175
850,814,2,51,22.535,22535,22.535
850,4,3,53,19.975,19975,19.975
850,3,3,53,20.047,20047,20.047
850,812,3,51,22.458,22458,22.458
850,17,3,56,20.324,20324,20.324
850,30,3,56,19.930,19930,19.93
850,13,3,59,21.903,21903,21.903
850,20,3,59,20.110,20110,20.11
851,17,1,10,20.854,20854,20.854
851,13,1,10,22.293,22293,22.293
851,808,1,10,25.532,25532,25.532
851,22,1,10,22.640,22640,22.64
851,18,1,11,21.786,21786,21.786
851,814,1,11,22.262,22262,22.262
851,813,1,11,23.397,23397,23.397
851,2,1,11,21.371,21371,21.371
851,10,1,11,22.222,22222,22.222
851,816,1,11,25.337,25337,25.337
851,1,1,12,21.880,21880,21.88
851,20,1,12,20.690,20690,20.69
851,4,1,12,22.886,22886,22.886
851,3,1,12,20.767,20767,20.767
851,155,1,12,23.725,23725,23.725
851,67,1,12,22.349,22349,22.349
851,5,1,12,22.772,22772,22.772
851,16,1,12,21.902,21902,21.902
851,815,1,12,22.215,22215,22.215
851,24,1,12,23.633,23633,23.633
851,30,1,13,21.948,21948,21.948
851,153,1,13,23.734,23734,23.734
851,15,1,13,23.118,23118,23.118
851,817,1,13,22.844,22844,22.844
851,813,2,16,13.186,13186,13.186
851,2,2,23,25.434,25434,25.434
851,22,2,24,22.217,22217,22.217
851,153,2,24,22.552,22552,22.552
851,5,2,24,22.147,22147,22.147
851,815,2,24,20.570,20570,20.57
851,17,2,25,20.000,20000,20.0
851,4,2,25,23.208,23208,23.208
851,13,2,25,21.138,21138,21.138
851,808,2,25,24.194,24194,24.194
851,67,2,25,21.460,21460,21.46
851,1,2,26,20.803,20803,20.803
851,30,2,26,20.071,20071,20.071
851,24,2,25,22.501,22501,22.501
851,16,2,26,20.589,20589,20.589
851,18,2,27,21.065,21065,21.065
851,3,2,27,19.939,19939,19.939
851,814,2,27,20.801,20801,20.801
851,20,2,28,20.611,20611,20.611
851,813,3,28,21.426,21426,21.426
851,10,2,28,20.613,20613,20.613
851,817,2,28,23.563,23563,23.563
851,816,2,29,20.916,20916,20.916
851,815,3,32,13.201,13201,13.201
851,155,2,34,22.852,22852,22.852
851,4,3,36,19.936,19936,19.936
851,22,3,37,20.580,20580,20.58
851,17,3,39,20.673,20673,20.673
851,24,3,37,27.839,27839,27.839
851,1,3,40,20.861,20861,20.861
851,13,3,40,22.453,22453,22.453
851,20,3,41,19.664,19664,19.664
851,18,3,42,20.046,20046,20.046
851,814,3,42,20.935,20935,20.935
851,67,3,43,20.360,20360,20.36
851,5,3,43,20.990,20990,20.99
851,815,4,44,20.917,20917,20.917
851,817,3,43,21.651,21651,21.651
851,4,4,47,20.126,20126,20.126
851,153,3,47,21.345,21345,21.345
851,816,3,47,49.849,49849,49.849
851,3,3,50,20.563,20563,20.563
851,17,4,51,21.122,21122,21.122
851,808,3,50,21.353,21353,21.353
851,22,4,50,31.539,31539,31.539
851,5,4,49,22.364,22364,22.364
851,16,3,50,21.796,21796,21.796
851,24,4,48,23.010,23010,23.01
851,813,4,50,23.016,23016,23.016
851,1,4,52,20.855,20855,20.855
851,17,5,53,20.715,20715,20.715
851,22,5,52,25.596,25596,25.596
851,1,5,54,21.628,21628,21.628
851,808,4,53,21.609,21609,21.609
851,5,5,52,21.715,21715,21.715
851,16,4,53,21.503,21503,21.503
851,816,4,51,22.470,22470,22.47
851,3,4,54,23.244,23244,23.244
851,813,5,53,22.825,22825,22.825
851,24,5,51,22.458,22458,22.458
851,10,3,53,20.929,20929,20.929
851,1,6,56,13.173,13173,13.173
851,13,4,58,21.157,21157,21.157
851,155,3,62,21.258,21258,21.258
852,10,1,1,35.092,35092,35.092
852,811,1,1,30.795,30795,30.795
852,5,1,1,28.539,28539,28.539
852,17,1,3,21.015,21015,21.015
852,18,1,3,26.046,26046,26.046
852,30,1,4,20.153,20153,20.153
852,20,1,5,20.898,20898,20.898
852,815,1,5,26.092,26092,26.092
852,10,2,6,13.914,13914,13.914
852,4,1,8,20.994,20994,20.994
852,811,2,8,13.968,13968,13.968
852,13,1,9,22.267,22267,22.267
852,1,1,10,21.895,21895,21.895
852,3,1,11,23.090,23090,23.09
852,24,1,11,21.766,21766,21.766
852,808,1,12,21.395,21395,21.395
852,813,1,12,21.421,21421,21.421
852,20,2,13,21.411,21411,21.411
852,16,1,13,22.773,22773,22.773
852,22,1,13,21.818,21818,21.818
852,30,2,13,20.226,20226,20.226
852,18,2,13,21.756,21756,21.756
852,817,1,13,23.780,23780,23.78
852,15,1,13,22.159,22159,22.159
852,816,1,13,22.939,22939,22.939
852,5,2,13,22.009,22009,22.009
852,155,1,14,24.161,24161,24.161
852,814,1,14,21.334,21334,21.334
852,10,3,14,24.204,24204,24.204
852,811,3,21,20.756,20756,20.756
852,815,2,22,14.089,14089,14.089
852,815,3,23,23.883,23883,23.883
852,24,2,27,30.959,30959,30.959
852,4,2,29,21.243,21243,21.243
852,813,2,29,22.303,22303,22.303
852,155,2,29,21.269,21269,21.269
852,20,3,30,20.786,20786,20.786
852,3,2,30,21.171,21171,21.171
852,13,2,30,21.856,21856,21.856
